idDip,urlPerf,fullName,apellido,nombre,estado,bloque,provincia,afirmativos,negativos,abstenciones,ausencias,presidencias
A50966,https://votaciones.hcdn.gob.ar/diputado/320,"KIRCHNER, Máximo Carlos",KIRCHNER, Máximo Carlos,En actividad,Frente de Todos,Buenos Aires,246,129,9,163,-
A4815,https://votaciones.hcdn.gob.ar/diputado/893,"KIRCHNER, Néstor Carlos",KIRCHNER, Néstor Carlos,-,Frente para la Victoria - PJ,Buenos Aires,1,-,-,50,-
A51251,https://votaciones.hcdn.gob.ar/diputado/1821,"KOENIG, Marcelo Christian",KOENIG, Marcelo Christian,En actividad,Frente de Todos,Buenos Aires,27,-,-,-,-
A4589,https://votaciones.hcdn.gob.ar/diputado/425,"KORENFELD, Beatriz Liliana",KORENFELD, Beatriz Liliana,-,Frente para la Victoria - PJ,Santa Cruz,271,23,2,70,-
A50741,https://votaciones.hcdn.gob.ar/diputado/227,"KOSINER, Pablo Francisco Juan",KOSINER, Pablo Francisco Juan,-,Justicialista,Salta,855,38,15,21,-
G185,https://votaciones.hcdn.gob.ar/diputado/1369,"KOTH, Carlos",KOTH, Carlos,-,A.R.I,Capital Federal,46,26,5,34,-
A50730,https://votaciones.hcdn.gob.ar/diputado/163,"KRONEBERGER, Daniel Ricardo",KRONEBERGER, Daniel Ricardo,-,Unión Cívica Radical,La Pampa,695,262,33,771,-
A4114,https://votaciones.hcdn.gob.ar/diputado/895,"KUNEY, Mónica Adriana",KUNEY, Mónica Adriana,-,Justicialista,Santa Cruz,164,12,6,31,-
A4446,https://votaciones.hcdn.gob.ar/diputado/11,"KUNKEL, Carlos Miguel",KUNKEL, Carlos Miguel,-,Frente para la Victoria - PJ,Buenos Aires,1184,130,8,326,-
A4117,https://votaciones.hcdn.gob.ar/diputado/896,"L'HUILLIER, José Guillermo",L'HUILLIER, José Guillermo,-,Frente del Movimiento Popular,San Luis,30,83,7,93,-
A51076,https://votaciones.hcdn.gob.ar/diputado/1651,"LACOSTE, Jorge Enrique",LACOSTE, Jorge Enrique,En actividad,Unión Cívica Radical,Entre Ríos,129,86,1,24,-
A2384,https://votaciones.hcdn.gob.ar/diputado/897,"LAFALLA, Arturo Pedro",LAFALLA, Arturo Pedro,-,Justicialista,Mendoza,130,42,16,74,-
G380,https://votaciones.hcdn.gob.ar/diputado/1567,"LAFFERRIERE, Ricardo Emilio",LAFFERRIERE, Ricardo Emilio,-,Unión Cívica Radical,Entre Ríos,2,3,-,95,-
A50819,https://votaciones.hcdn.gob.ar/diputado/387,"LAGORIA, Elia Nelly",LAGORIA, Elia Nelly,-,Trabajo y Dignidad,Chubut,327,30,29,105,-
G265,https://votaciones.hcdn.gob.ar/diputado/1449,"LAHOZ, José Fernando",LAHOZ, José Fernando,-,Justicialista,Corrientes,91,21,3,49,-
A1317,https://votaciones.hcdn.gob.ar/diputado/898,"LAMBERTO, Oscar Santiago",LAMBERTO, Oscar Santiago,-,Frente para la Victoria - PJ,Santa Fe,519,94,31,291,-
A2623,https://votaciones.hcdn.gob.ar/diputado/899,"LAMISOVSKY, Arnaldo",LAMISOVSKY, Arnaldo,-,Justicialista,Córdoba,64,50,2,49,-
A51207,https://votaciones.hcdn.gob.ar/diputado/1784,"LAMPREABE, Florencia",LAMPREABE, Florencia,En actividad,Frente de Todos,Buenos Aires,27,-,-,-,-
A4620,https://votaciones.hcdn.gob.ar/diputado/152,"LANCETA, Rubén Orfel",LANCETA, Rubén Orfel,-,Unión Cívica Radical,Buenos Aires,159,92,10,105,-
A116,https://votaciones.hcdn.gob.ar/diputado/33,"LANDAU, Jorge Alberto",LANDAU, Jorge Alberto,-,Frente para la Victoria - PJ,Buenos Aires,1011,69,33,355,-
A51208,https://votaciones.hcdn.gob.ar/diputado/1785,"LANDRISCINI, Susana Graciela",LANDRISCINI, Susana Graciela,En actividad,Frente de Todos,Rio Negro,27,-,-,-,-
A26,https://votaciones.hcdn.gob.ar/diputado/900,"LANZA, José Luis",LANZA, José Luis,-,FREPASO,C.A.B.A.,61,19,1,3,-
A2858,https://votaciones.hcdn.gob.ar/diputado/901,"LARRABURU, Damaso",LARRABURU, Damaso,-,Justicialista,Buenos Aires,105,51,3,69,-
A4115,https://votaciones.hcdn.gob.ar/diputado/902,"LARREGUY, Carlos Alberto",LARREGUY, Carlos Alberto,-,Justicialista,Rio Negro,167,27,1,18,-
A50704,https://votaciones.hcdn.gob.ar/diputado/379,"LARROQUE, Andrés",LARROQUE, Andrés,En actividad,Frente de Todos,Buenos Aires,602,168,7,179,-
A50884,https://votaciones.hcdn.gob.ar/diputado/298,"LASPINA, Luciano Andrés",LASPINA, Luciano Andrés,En actividad,PRO,Santa Fe,386,142,11,67,-
A51144,https://votaciones.hcdn.gob.ar/diputado/1727,"LATORRE, Jimena Hebe",LATORRE, Jimena Hebe,En actividad,Unión Cívica Radical,Mendoza,2,25,-,-,-
A3756,https://votaciones.hcdn.gob.ar/diputado/903,"LATORRE, Roxana Itati",LATORRE, Roxana Itati,-,Justicialista,Santa Fe,18,4,1,94,-
A4496,https://votaciones.hcdn.gob.ar/diputado/904,"LAURITTO, José Eduardo",LAURITTO, José Eduardo,-,Frente para la Victoria - PJ,Entre Ríos,505,24,1,36,-
A50923,https://votaciones.hcdn.gob.ar/diputado/308,"LAVAGNA, Marco",LAVAGNA, Marco,-,Consenso Federal,C.A.B.A.,430,32,30,28,-
A51055,https://votaciones.hcdn.gob.ar/diputado/1633,"LEAVY, Sergio Napoleón",LEAVY, Sergio Napoleón,-,Frente para la Victoria - PJ,Salta,97,27,5,84,-
G95,https://votaciones.hcdn.gob.ar/diputado/1279,"LECONTE, Ricardo Guillermo",LECONTE, Ricardo Guillermo,-,Liberal de Corrientes,Capital Federal,29,34,2,46,-
A4706,https://votaciones.hcdn.gob.ar/diputado/130,"LEDESMA, Julio Rubén",LEDESMA, Julio Rubén,-,Frente Renovador,Buenos Aires,138,90,10,353,-
A4580,https://votaciones.hcdn.gob.ar/diputado/905,"LEGUIZAMON, Anibal Ernesto",LEGUIZAMON, Anibal Ernesto,-,Peronismo Peronista,Buenos Aires,35,3,6,48,-
A4695,https://votaciones.hcdn.gob.ar/diputado/512,"LEGUIZAMON, María Laura",LEGUIZAMON, María Laura,-,Frente para la Victoria - PJ,Buenos Aires,337,46,4,143,-
A51075,https://votaciones.hcdn.gob.ar/diputado/1650,"LEHMANN, María Lucila",LEHMANN, María Lucila,En actividad,Coalición Cívica,Santa Fe,103,91,7,39,-
A51209,https://votaciones.hcdn.gob.ar/diputado/1786,"LEITO, Mario",LEITO, Mario,En actividad,Frente de Todos,Tucumán,27,-,-,-,-
A51210,https://votaciones.hcdn.gob.ar/diputado/1787,"LEIVA, Aldo",LEIVA, Aldo,En actividad,Frente de Todos,Chaco,27,-,-,-,-
A4408,https://votaciones.hcdn.gob.ar/diputado/906,"LEMME, María Alicia",LEMME, María Alicia,-,Frente del Movimiento Popular,San Luis,46,25,18,534,-
A4511,https://votaciones.hcdn.gob.ar/diputado/907,"LEMOS, Silvia Beatriz",LEMOS, Silvia Beatriz,-,Unión Cívica Radical,Mendoza,265,172,31,364,-
A51211,https://votaciones.hcdn.gob.ar/diputado/1788,"LENA, Gabriela Mabel",LENA, Gabriela Mabel,En actividad,Unión Cívica Radical,Entre Ríos,2,25,-,-,-
G328,https://votaciones.hcdn.gob.ar/diputado/1515,"LENCE, Héctor",LENCE, Héctor,-,Justicialista,Buenos Aires,40,15,3,42,-
A4710,https://votaciones.hcdn.gob.ar/diputado/908,"LENZ, María Beatriz",LENZ, María Beatriz,-,Frente para la Victoria - PJ,C.A.B.A.,195,7,-,49,-
A4116,https://votaciones.hcdn.gob.ar/diputado/909,"LEONELLI, María Silvina",LEONELLI, María Silvina,-,Unión Cívica Radical,Córdoba,72,96,3,42,-
A4120,https://votaciones.hcdn.gob.ar/diputado/910,"LERNOUD, María Teresa",LERNOUD, María Teresa,-,Unión Cívica Radical,Chubut,34,25,2,20,-
A4655,https://votaciones.hcdn.gob.ar/diputado/493,"LEVERBERG, Stella Maris",LEVERBERG, Stella Maris,-,Fte. Renov. de la Conc. Misiones - FPV-PJ,Misiones,677,37,6,55,-
A3546,https://votaciones.hcdn.gob.ar/diputado/911,"LEYBA de MARTI, Beatriz",LEYBA de MARTI, Beatriz,-,Unión Cívica Radical,Córdoba,434,218,18,145,-
A3245,https://votaciones.hcdn.gob.ar/diputado/912,"LINARES, María del Carmen",LINARES, María del Carmen,-,Unión Cívica Radical,Chubut,63,17,2,2,-
A4644,https://votaciones.hcdn.gob.ar/diputado/486,"LINARES, María Virginia",LINARES, María Virginia,-,GEN,Buenos Aires,353,184,29,209,-
G329,https://votaciones.hcdn.gob.ar/diputado/1516,"LIPONEZKY de AMAVET, Sara G.",LIPONEZKY de AMAVET, Sara G.,-,Justicialista,Entre Ríos,58,19,4,19,-
A50907,https://votaciones.hcdn.gob.ar/diputado/259,"LIPOVETZKY, Daniel Andrés",LIPOVETZKY, Daniel Andrés,-,PRO,Buenos Aires,388,92,7,33,-
A2276,https://votaciones.hcdn.gob.ar/diputado/913,"LISSI, Liliana",LISSI, Liliana,-,Unión Cívica Radical,Santa Fe,74,32,2,9,-
A51022,https://votaciones.hcdn.gob.ar/diputado/485,"LITZA, Mónica Edith",LITZA, Mónica Edith,-,Federal Unidos por una Nueva Argentina,Buenos Aires,243,8,4,52,-
A3543,https://votaciones.hcdn.gob.ar/diputado/914,"LIX KLETT, Roberto Ignacio",LIX KLETT, Roberto Ignacio,-,Fuerza Republicana,Tucumán,233,147,33,415,-
A4428,https://votaciones.hcdn.gob.ar/diputado/915,"LLAMBI, Susana Beatriz",LLAMBI, Susana Beatriz,-,Justicialista,Neuquén,117,7,-,8,-
A3777,https://votaciones.hcdn.gob.ar/diputado/916,"LLAMOSAS, Fernando Elías",LLAMOSAS, Fernando Elías,-,Unión Cívica Radical,Misiones,61,25,-,31,-
A4118,https://votaciones.hcdn.gob.ar/diputado/917,"LLANO, Gabriel Joaquín",LLANO, Gabriel Joaquín,-,Demócrata de Mendoza,Mendoza,42,52,21,98,-
A4711,https://votaciones.hcdn.gob.ar/diputado/918,"LLANOS, Edith",LLANOS, Edith,-,Frente para la Victoria - PJ,Buenos Aires,236,6,1,8,-
A4822,https://votaciones.hcdn.gob.ar/diputado/273,"LLANOS, Ermindo Edgardo Marcelo",LLANOS, Ermindo Edgardo Marcelo,-,Frente para la Victoria - PJ,Jujuy,212,22,2,89,-
A50930,https://votaciones.hcdn.gob.ar/diputado/474,"LLANOS MASSA, Ana María",LLANOS MASSA, Ana María,-,Frente para la Victoria - PJ,Chubut,258,182,13,67,-
A51106,https://votaciones.hcdn.gob.ar/diputado/1680,"LLARYORA, Martín Miguel",LLARYORA, Martín Miguel,-,Córdoba Federal,Córdoba,122,13,2,76,-
A4661,https://votaciones.hcdn.gob.ar/diputado/141,"LLERA, Timoteo",LLERA, Timoteo,-,Frente para la Victoria - PJ,Misiones,307,28,5,26,-
G266,https://votaciones.hcdn.gob.ar/diputado/1450,"LLOPIS, Enrique Raúl",LLOPIS, Enrique Raúl,-,AL. H. T. E. (Socialista),Santa Fe,49,19,3,93,-
A2605,https://votaciones.hcdn.gob.ar/diputado/919,"LÖFFLER, Ernesto Adrian",LÖFFLER, Ernesto Adrian,-,Movimiento Popular Fueguino,Tierra del Fuego,37,22,8,50,-
A4286,https://votaciones.hcdn.gob.ar/diputado/920,"LOFRANO, Elsa Gladi",LOFRANO, Elsa Gladi,-,Justicialista,Chubut,61,12,3,3,-
A51021,https://votaciones.hcdn.gob.ar/diputado/518,"LOPARDO, María Paula",LOPARDO, María Paula,-,Unión PRO,C.A.B.A.,268,38,1,-,-
G96,https://votaciones.hcdn.gob.ar/diputado/1280,"LOPEZ, Alcides Humberto",LOPEZ, Alcides Humberto,-,Liberal de Corrientes,Capital Federal,19,32,8,52,-
A4558,https://votaciones.hcdn.gob.ar/diputado/922,"LOPEZ, Amelia de los Milagros",LOPEZ, Amelia de los Milagros,-,Frente para la Victoria - PJ,Córdoba,386,23,3,70,-
G330,https://votaciones.hcdn.gob.ar/diputado/1517,"LOPEZ, Elsa Isabel",LOPEZ, Elsa Isabel,-,Justicialista,Buenos Aires,66,23,-,11,-
A4601,https://votaciones.hcdn.gob.ar/diputado/924,"LOPEZ, Ernesto Segundo",LOPEZ, Ernesto Segundo,-,Frente para la Victoria - PJ,San Juan,220,9,-,37,-
A51257,https://votaciones.hcdn.gob.ar/diputado/1827,"LOPEZ, Jimena",LOPEZ, Jimena,En actividad,Frente de Todos,Buenos Aires,27,-,-,-,-
G267,https://votaciones.hcdn.gob.ar/diputado/1451,"LOPEZ, José Augusto",LOPEZ, José Augusto,-,Justicialista,San Juan,94,28,-,42,-
A4430,https://votaciones.hcdn.gob.ar/diputado/923,"LOPEZ, Juan Carlos",LOPEZ, Juan Carlos,-,Encuentro Popular,Buenos Aires,46,41,9,33,-
A4135,https://votaciones.hcdn.gob.ar/diputado/921,"LOPEZ, Juan Carlos.",LOPEZ, Juan Carlos.,-,Justicialista,Misiones,32,17,3,29,-
A51044,https://votaciones.hcdn.gob.ar/diputado/1613,"LÓPEZ, Juan Manuel",LÓPEZ, Juan Manuel,En actividad,Coalición Cívica,C.A.B.A.,120,88,2,30,-
A50856,https://votaciones.hcdn.gob.ar/diputado/314,"LÓPEZ, Pablo Sebastián",LÓPEZ, Pablo Sebastián,-,Fte. de Izquierda y de los Trabajadores,Salta,151,244,79,17,-
A4636,https://votaciones.hcdn.gob.ar/diputado/47,"LOPEZ, Rafael Angel",LOPEZ, Rafael Angel,-,Frente para la Victoria - PJ,Formosa,215,17,5,129,-
A156,https://votaciones.hcdn.gob.ar/diputado/57,"LOPEZ ARIAS, Marcelo Eduardo",LOPEZ ARIAS, Marcelo Eduardo,-,Peronista,Salta,261,78,17,258,47
G186,https://votaciones.hcdn.gob.ar/diputado/1370,"LOPEZ de ZAVALIA, Fernando J.",LOPEZ de ZAVALIA, Fernando J.,-,A.R.I,Capital Federal,5,7,-,2,-
A50958,https://votaciones.hcdn.gob.ar/diputado/326,"LÓPEZ KOENIG, Leandro Gastón",LÓPEZ KOENIG, Leandro Gastón,-,PRO,Neuquén,363,93,5,59,-
A51235,https://votaciones.hcdn.gob.ar/diputado/1809,"LÓPEZ RODRÍGUEZ, Dante Edgardo",LÓPEZ RODRÍGUEZ, Dante Edgardo,En actividad,Frente de Todos,Catamarca,27,-,-,-,-
A1691,https://votaciones.hcdn.gob.ar/diputado/925,"LORENZO, Antonio Arnaldo",LORENZO, Antonio Arnaldo,-,Unión Cívica Radical,San Luis,79,26,5,55,-
A4470,https://votaciones.hcdn.gob.ar/diputado/926,"LORENZO BOROCOTO, Eduardo",LORENZO BOROCOTO, Eduardo,-,Movimiento Independiente,C.A.B.A.,408,22,20,382,-
A4720,https://votaciones.hcdn.gob.ar/diputado/10,"LORGES, Juan Carlos",LORGES, Juan Carlos,-,Frente para la Victoria - PJ,Buenos Aires,73,8,-,128,-
G187,https://votaciones.hcdn.gob.ar/diputado/1371,"LOSADA, Luis Enrique",LOSADA, Luis Enrique,-,A.R.I,Capital Federal,42,30,3,36,-
A50900,https://votaciones.hcdn.gob.ar/diputado/566,"LOSPENNATO, Silvia Gabriela",LOSPENNATO, Silvia Gabriela,En actividad,PRO,Buenos Aires,412,129,2,4,-
A50725,https://votaciones.hcdn.gob.ar/diputado/421,"LOTTO, Inés Beatriz",LOTTO, Inés Beatriz,-,Frente para la Victoria - PJ,Formosa,637,164,6,122,-
A50811,https://votaciones.hcdn.gob.ar/diputado/286,"LOUSTEAU, Martín",LOUSTEAU, Martín,-,Evolución Radical,C.A.B.A.,148,61,18,170,-
A4104,https://votaciones.hcdn.gob.ar/diputado/927,"LOUTAIF, Julio César",LOUTAIF, Julio César,-,Renovador de Salta,Salta,56,27,9,20,-
A4416,https://votaciones.hcdn.gob.ar/diputado/928,"LOVAGLIO SARAVIA, Antonio",LOVAGLIO SARAVIA, Antonio,-,Frente para la Victoria - PJ,Salta,522,45,4,127,-
A4365,https://votaciones.hcdn.gob.ar/diputado/145,"LOZANO, Claudio Raúl",LOZANO, Claudio Raúl,-,Unidad Popular,C.A.B.A.,508,338,136,491,-
A4119,https://votaciones.hcdn.gob.ar/diputado/929,"LOZANO, Encarnación",LOZANO, Encarnación,-,Movimiento Popular Neuquino,Neuquén,36,39,17,121,-
A4307,https://votaciones.hcdn.gob.ar/diputado/930,"LUBERTINO, María José",LUBERTINO, María José,-,Partido Socialista,Buenos Aires,2,6,-,16,-
A4033,https://votaciones.hcdn.gob.ar/diputado/931,"LUGO de GONZALES CABAÑAS, Cecilia",LUGO de GONZALES CABAÑAS, Cecilia,-,Justicialista,Corrientes,142,19,5,47,-
G416,https://votaciones.hcdn.gob.ar/diputado/1707,"LUNA, Hernán Daniel",LUNA, Hernán Daniel,-,Unión Centro Democrático,Buenos Aires,1,12,1,-,-
A4598,https://votaciones.hcdn.gob.ar/diputado/391,"LUNA DE MARCOS, Ana Zulema",LUNA DE MARCOS, Ana Zulema,-,Frente Cívico por Santiago,Santiago del Estero,300,27,3,36,-
A51016,https://votaciones.hcdn.gob.ar/diputado/79,"LUSQUIÑOS, Luis Bernardo",LUSQUIÑOS, Luis Bernardo,-,Compromiso Federal,San Luis,401,107,34,521,-
G188,https://votaciones.hcdn.gob.ar/diputado/1372,"LYNCH, Carlos Alberto",LYNCH, Carlos Alberto,-,A.R.I,Capital Federal,22,6,-,83,-
A3985,https://votaciones.hcdn.gob.ar/diputado/933,"LYNCH, Juan Carlos",LYNCH, Juan Carlos,-,Demócrata de Capital Federal,C.A.B.A.,31,30,7,35,-
A50838,https://votaciones.hcdn.gob.ar/diputado/270,"MAC ALLISTER, Carlos Javier",MAC ALLISTER, Carlos Javier,-,Unión PRO,La Pampa,70,61,7,46,-
A874,https://votaciones.hcdn.gob.ar/diputado/154,"MACALUSE, Eduardo Gabriel",MACALUSE, Eduardo Gabriel,-,Unidad Popular,Buenos Aires,600,377,97,155,-
A4413,https://votaciones.hcdn.gob.ar/diputado/934,"MACCHI, Carlos Guillermo",MACCHI, Carlos Guillermo,-,Partido Nuevo,Corrientes,158,70,15,455,-
G269,https://votaciones.hcdn.gob.ar/diputado/1453,"MACEDO, Horacio Antonio",MACEDO, Horacio Antonio,-,Justicialista,Jujuy,96,23,10,35,-
A51094,https://votaciones.hcdn.gob.ar/diputado/1668,"MACHA, Mónica",MACHA, Mónica,En actividad,Frente de Todos,Buenos Aires,147,61,5,27,-
G189,https://votaciones.hcdn.gob.ar/diputado/1373,"MACHADO, Oscar Alfredo",MACHADO, Oscar Alfredo,-,A.R.I,Capital Federal,54,49,5,70,-
G190,https://votaciones.hcdn.gob.ar/diputado/1374,"MACHICOTE, Jorge Raul",MACHICOTE, Jorge Raul,-,A.R.I,Capital Federal,4,1,-,9,-
A50940,https://votaciones.hcdn.gob.ar/diputado/159,"MACÍAS, Oscar Alberto",MACÍAS, Oscar Alberto,-,Justicialista,Corrientes,271,28,9,212,-
A4473,https://votaciones.hcdn.gob.ar/diputado/935,"MACRI, Mauricio",MACRI, Mauricio,-,Propuesta Republicana,C.A.B.A.,40,26,2,406,-
A50841,https://votaciones.hcdn.gob.ar/diputado/557,"MADERA, Teresita",MADERA, Teresita,-,Justicialista,La Rioja,407,24,10,50,-
A115,https://votaciones.hcdn.gob.ar/diputado/936,"MAESTRO, Carlos",MAESTRO, Carlos,-,Unión Cívica Radical,Chubut,60,14,-,10,-
A4366,https://votaciones.hcdn.gob.ar/diputado/937,"MAFFEI, Marta Olinda",MAFFEI, Marta Olinda,-,A.R.I,Buenos Aires,303,206,30,159,-
A50796,https://votaciones.hcdn.gob.ar/diputado/533,"MAGARIO, Verónica María",MAGARIO, Verónica María,-,Frente para la Victoria - PJ,Buenos Aires,178,4,-,2,-
G40,https://votaciones.hcdn.gob.ar/diputado/1224,"MAGGI, Juan Alberto",MAGGI, Juan Alberto,-,Frente,,7,-,-,7,-
G270,https://votaciones.hcdn.gob.ar/diputado/1454,"MAIDANA, Elsa H.",MAIDANA, Elsa H.,-,Renovador de Salta,Salta,36,25,4,15,-
A4792,https://votaciones.hcdn.gob.ar/diputado/460,"MAJDALANI, Silvia Cristina",MAJDALANI, Silvia Cristina,-,Unión PRO,C.A.B.A.,105,114,8,282,-
A4121,https://votaciones.hcdn.gob.ar/diputado/938,"MALDONADO, Aída Francisca",MALDONADO, Aída Francisca,-,Frente Cívico Social,Catamarca,84,80,7,42,-
A50699,https://votaciones.hcdn.gob.ar/diputado/221,"MALDONADO, Victor Hugo",MALDONADO, Victor Hugo,-,Unión Cívica Radical,Chaco,69,94,11,235,-
G191,https://votaciones.hcdn.gob.ar/diputado/1375,"MANFREDOTTI, Carlos",MANFREDOTTI, Carlos,-,A.R.I,Capital Federal,73,9,-,29,-
G192,https://votaciones.hcdn.gob.ar/diputado/1376,"MANNY, José Juan",MANNY, José Juan,-,A.R.I,Capital Federal,4,1,-,9,-
A4367,https://votaciones.hcdn.gob.ar/diputado/939,"MANSUR, Nélida Mabel",MANSUR, Nélida Mabel,-,Partido Unidad Federalista,Buenos Aires,151,60,19,468,-
A4779,https://votaciones.hcdn.gob.ar/diputado/69,"MANSUR, Ricardo Alfredo",MANSUR, Ricardo Alfredo,-,Unión Cívica Radical,Mendoza,67,7,-,26,-
A51212,https://votaciones.hcdn.gob.ar/diputado/1789,"MANZI, Ruben",MANZI, Ruben,En actividad,Coalición Cívica,Catamarca,1,25,-,1,-
A112,https://votaciones.hcdn.gob.ar/diputado/940,"MANZOTTI, Mabel Gladys",MANZOTTI, Mabel Gladys,-,Unión Cívica Radical,Buenos Aires,56,19,1,8,-
G41,https://votaciones.hcdn.gob.ar/diputado/1225,"MAQUEDA, Juan Carlos",MAQUEDA, Juan Carlos,-,P.A.I.S.,,134,31,1,43,-
A51017,https://votaciones.hcdn.gob.ar/diputado/341,"MAQUIEYRA, Martín",MAQUIEYRA, Martín,En actividad,PRO,La Pampa,416,127,3,1,-
G193,https://votaciones.hcdn.gob.ar/diputado/1377,"MARCO, Jorge Raúl",MARCO, Jorge Raúl,-,A.R.I,Capital Federal,6,5,1,2,-
A4468,https://votaciones.hcdn.gob.ar/diputado/941,"MARCO DEL PONT, Mercedes",MARCO DEL PONT, Mercedes,-,Frente para la Victoria - PJ,C.A.B.A.,513,29,10,29,-
G42,https://votaciones.hcdn.gob.ar/diputado/1226,"MARCOLLI, Miguel",MARCOLLI, Miguel,-,Participación y Justicia,,30,3,-,78,-
A4368,https://votaciones.hcdn.gob.ar/diputado/210,"MARCONATO, Gustavo Angel",MARCONATO, Gustavo Angel,-,Frente para la Victoria - PJ,Santa Fe,867,65,6,126,-
A4483,https://votaciones.hcdn.gob.ar/diputado/942,"MARCONETTO, Aldo Juan",MARCONETTO, Aldo Juan,-,Frente para la Victoria - PJ,Chubut,182,4,-,25,-
A50828,https://votaciones.hcdn.gob.ar/diputado/376,"MARCOPULOS, Juan Fernando",MARCOPULOS, Juan Fernando,-,Frente para la Victoria - PJ,Corrientes,172,7,-,5,-
G194,https://votaciones.hcdn.gob.ar/diputado/1378,"MARCOS, Ricardo Ernesto",MARCOS, Ricardo Ernesto,-,A.R.I,Capital Federal,49,33,2,27,-
A50976,https://votaciones.hcdn.gob.ar/diputado/215,"MARCUCCI, Hugo María",MARCUCCI, Hugo María,-,Unión Cívica Radical,Santa Fe,393,93,3,31,-
A2840,https://votaciones.hcdn.gob.ar/diputado/943,"MARELLI, Mabel",MARELLI, Mabel,-,Unión Cívica Radical,Misiones,56,40,1,34,-
A4522,https://votaciones.hcdn.gob.ar/diputado/945,"MARINO, Adriana del Cármen",MARINO, Adriana del Cármen,-,Frente Producción y Trabajo,San Juan,240,43,19,530,-
A4369,https://votaciones.hcdn.gob.ar/diputado/944,"MARINO, Juliana Isabel",MARINO, Juliana Isabel,-,Frente para la Victoria - PJ,C.A.B.A.,557,55,22,72,-
A51247,https://votaciones.hcdn.gob.ar/diputado/1818,"MARQUEZ, Claudia Gabriela",MARQUEZ, Claudia Gabriela,En actividad,Córdoba Federal,Córdoba,23,4,-,-,-
A51122,https://votaciones.hcdn.gob.ar/diputado/1696,"MARTIARENA, José Luis",MARTIARENA, José Luis,En actividad,Frente de Todos,Jujuy,128,29,8,75,-
A4675,https://votaciones.hcdn.gob.ar/diputado/31,"MARTIARENA, Mario Humberto",MARTIARENA, Mario Humberto,-,Peronismo Jujeño,Jujuy,290,25,4,47,-
A51150,https://votaciones.hcdn.gob.ar/diputado/1731,"MARTIN, Juan",MARTIN, Juan,En actividad,Unión Cívica Radical,Santa Fe,2,25,-,-,-
A4702,https://votaciones.hcdn.gob.ar/diputado/946,"MARTIN, María Elena",MARTIN, María Elena,-,Partido Socialista,Santa Fe,154,89,9,14,-
G97,https://votaciones.hcdn.gob.ar/diputado/1281,"MARTIN de DE NARDO, Marta",MARTIN de DE NARDO, Marta,-,Afirmación Peronista,Capital Federal,6,4,1,3,-
A4588,https://votaciones.hcdn.gob.ar/diputado/947,"MARTINELLI, Guillermo Jesús",MARTINELLI, Guillermo Jesús,-,Frente para la Victoria - PJ,Salta,65,3,-,-,-
A4122,https://votaciones.hcdn.gob.ar/diputado/948,"MARTINEZ, Alfredo",MARTINEZ, Alfredo,-,Unión Cívica Radical,Santa Cruz,82,106,2,23,-
A50971,https://votaciones.hcdn.gob.ar/diputado/560,"MARTÍNEZ, Ana Laura",MARTÍNEZ, Ana Laura,-,Unión PRO,Santa Fe,249,31,1,26,-
A4290,https://votaciones.hcdn.gob.ar/diputado/949,"MARTINEZ, Carlos Alberto",MARTINEZ, Carlos Alberto,-,Peronista Federal,Buenos Aires,160,17,10,18,-
A51008,https://votaciones.hcdn.gob.ar/diputado/307,"MARTÍNEZ, Darío",MARTÍNEZ, Darío,En actividad,Frente de Todos,Neuquén,244,146,7,150,-
G11,https://votaciones.hcdn.gob.ar/diputado/1195,"MARTINEZ, Enrique Mario",MARTINEZ, Enrique Mario,-,FREPASO,Capital Federal,32,4,4,7,-
A4797,https://votaciones.hcdn.gob.ar/diputado/362,"MARTINEZ, Ernesto Félix",MARTINEZ, Ernesto Félix,-,Frente Cívico - Córdoba,Córdoba,87,72,5,161,-
G271,https://votaciones.hcdn.gob.ar/diputado/1455,"MARTINEZ, Esteban",MARTINEZ, Esteban,-,Justicialista,Tierra del Fuego,72,19,-,73,-
A3231,https://votaciones.hcdn.gob.ar/diputado/951,"MARTINEZ, Gerardo Alberto",MARTINEZ, Gerardo Alberto,-,Justicialista,Buenos Aires,27,39,1,50,-
A51215,https://votaciones.hcdn.gob.ar/diputado/1790,"MARTÍNEZ, Germán Pedro",MARTÍNEZ, Germán Pedro,En actividad,Frente de Todos,Santa Fe,26,-,-,1,-
A4370,https://votaciones.hcdn.gob.ar/diputado/183,"MARTINEZ, Julio César",MARTINEZ, Julio César,-,Unión Cívica Radical,La Rioja,444,253,49,461,-
G2,https://votaciones.hcdn.gob.ar/diputado/1186,"MARTINEZ, Luis Alberto",MARTINEZ, Luis Alberto,-,Justicialista,San Juan,2,-,-,7,5
A3461,https://votaciones.hcdn.gob.ar/diputado/952,"MARTINEZ, Manuel Luis",MARTINEZ, Manuel Luis,-,Unión Cívica Radical,Buenos Aires,109,59,3,110,-
A51166,https://votaciones.hcdn.gob.ar/diputado/1747,"MARTÍNEZ, Maria Dolores",MARTÍNEZ, Maria Dolores,En actividad,Unión Cívica Radical,C.A.B.A.,2,25,-,-,-
A51216,https://votaciones.hcdn.gob.ar/diputado/1791,"MARTÍNEZ, Maria Rosa",MARTÍNEZ, Maria Rosa,En actividad,Frente de Todos,Buenos Aires,27,-,-,-,-
